timestamp,best_ask,best_bid,ltp
2025-06-20T14:04:48.303,15427999.0,15420200.0,15427999.0
2025-06-20T14:04:51.4,15427999.0,15420300.0,15427999.0
2025-06-20T14:04:52.42,15430000.0,15421503.0,15427999.0
2025-06-20T14:04:53.953,15429999.0,15421938.0,15427999.0
2025-06-20T14:04:57.133,15429999.0,15421981.0,15427999.0
2025-06-20T14:04:59.463,15429999.0,15421994.0,15427999.0
2025-06-20T14:05:00.677,15429900.0,15422103.0,15427999.0
2025-06-20T14:05:02.523,15428000.0,15419903.0,15427999.0
2025-06-20T14:05:04.42,15427799.0,15419647.0,15427999.0
2025-06-20T14:05:06.757,15427778.0,15418334.0,15417504.0
2025-06-20T14:05:08.79,15427776.0,15418369.0,15417504.0
2025-06-20T14:05:10.693,15429000.0,15418559.0,15418370.0
2025-06-20T14:05:12.7,15428000.0,15419934.0,15419900.0
2025-06-20T14:05:14.347,15427799.0,15419943.0,15419900.0
2025-06-20T14:05:16.797,15427796.0,15419983.0,15419900.0
2025-06-20T14:05:18.44,15427788.0,15419988.0,15419997.0
2025-06-20T14:05:20.357,15427787.0,15420038.0,15419997.0
2025-06-20T14:05:22.61,15427797.0,15420098.0,15419997.0
2025-06-20T14:05:25.047,15429299.0,15420905.0,15419997.0
2025-06-20T14:05:26.897,15429284.0,15420910.0,15420911.0
2025-06-20T14:05:28.973,15429186.0,15420927.0,15420911.0
2025-06-20T14:05:30.81,15429173.0,15421118.0,15420911.0
2025-06-20T14:05:32.997,15429997.0,15421857.0,15420911.0
2025-06-20T14:05:34.34,15429997.0,15422275.0,15420911.0
2025-06-20T14:05:37.203,15429997.0,15423583.0,15423400.0
2025-06-20T14:05:39.107,15429997.0,15423622.0,15423400.0
2025-06-20T14:05:40.253,15429997.0,15423649.0,15423623.0
2025-06-20T14:05:43.39,15429997.0,15424601.0,15423623.0
2025-06-20T14:05:44.367,15429997.0,15424618.0,15424617.0
2025-06-20T14:05:46.463,15430000.0,15424675.0,15430000.0
2025-06-20T14:05:48.637,15430000.0,15425032.0,15430000.0
2025-06-20T14:05:50.927,15430000.0,15425218.0,15430000.0
2025-06-20T14:05:53.247,15429999.0,15425202.0,15430000.0
2025-06-20T14:05:54.883,15429433.0,15420088.0,15425202.0
2025-06-20T14:05:56.46,15426667.0,15420088.0,15425202.0
2025-06-20T14:05:58.937,15426292.0,15420088.0,15425202.0
2025-06-20T14:06:01.083,15426031.0,15417491.0,15425202.0
2025-06-20T14:06:03.73,15423684.0,15414132.0,15425202.0
2025-06-20T14:06:05.257,15423307.0,15414133.0,15420000.0
2025-06-20T14:06:07.297,15422594.0,15411601.0,15420000.0
2025-06-20T14:06:09.773,15421396.0,15412106.0,15420000.0
2025-06-20T14:06:11.527,15421388.0,15413236.0,15420000.0
2025-06-20T14:06:13.547,15421400.0,15413398.0,15420000.0
2025-06-20T14:06:15.553,15422400.0,15413601.0,15420000.0
2025-06-20T14:06:18.07,15428800.0,15419500.0,15420000.0
2025-06-20T14:06:19.8,15428800.0,15420400.0,15420000.0
2025-06-20T14:06:21.873,15428800.0,15420452.0,15420000.0
2025-06-20T14:06:23.957,15428800.0,15420459.0,15420459.0
2025-06-20T14:06:25.923,15428675.0,15420486.0,15420459.0
2025-06-20T14:06:27.24,15427369.0,15419700.0,15420459.0
2025-06-20T14:06:29.163,15425199.0,15415400.0,15420459.0
2025-06-20T14:06:32.083,15425067.0,15415679.0,15420459.0
2025-06-20T14:06:33.147,15425060.0,15415400.0,15420459.0
2025-06-20T14:06:35.26,15424961.0,15415400.0,15420459.0
2025-06-20T14:06:37.333,15424780.0,15414050.0,15420459.0
2025-06-20T14:06:39.793,15423399.0,15413800.0,15420459.0
2025-06-20T14:06:41.363,15423397.0,15413923.0,15420459.0
2025-06-20T14:06:43.563,15424700.0,15416655.0,15420459.0
2025-06-20T14:06:45.527,15424700.0,15416815.0,15416660.0
2025-06-20T14:06:47.377,15424700.0,15416836.0,15416830.0
2025-06-20T14:06:48.967,15424700.0,15416856.0,15416830.0
2025-06-20T14:06:51.977,15425987.0,15416501.0,15416876.0
2025-06-20T14:06:53.917,15425099.0,15415800.0,15416876.0
2025-06-20T14:06:55.497,15425100.0,15415989.0,15416876.0
2025-06-20T14:06:57.023,15425500.0,15418800.0,15416876.0
2025-06-20T14:06:59.073,15425190.0,15418725.0,15416876.0
2025-06-20T14:07:01.283,15425163.0,15414975.0,15418725.0
2025-06-20T14:07:03.133,15424184.0,15414463.0,15418725.0
2025-06-20T14:07:05.153,15424086.0,15414463.0,15418725.0
2025-06-20T14:07:07.93,15419660.0,15410948.0,15418725.0
2025-06-20T14:07:09.51,15418893.0,15410948.0,15418725.0
2025-06-20T14:07:11.733,15418819.0,15408776.0,15410948.0
2025-06-20T14:07:14.333,15418809.0,15408776.0,15410948.0
2025-06-20T14:07:15.46,15418400.0,15408776.0,15410948.0
2025-06-20T14:07:17.84,15418388.0,15410315.0,15410948.0
2025-06-20T14:07:19.173,15418600.0,15410656.0,15410948.0
2025-06-20T14:07:21.353,15418588.0,15411602.0,15410948.0
2025-06-20T14:07:23.667,15420495.0,15411616.0,15411607.0
2025-06-20T14:07:25.58,15421088.0,15411764.0,15411607.0
2025-06-20T14:07:28.227,15420400.0,15412600.0,15411764.0
2025-06-20T14:07:29.153,15420394.0,15412600.0,15411764.0
2025-06-20T14:07:32,15414546.0,15410315.0,15412277.0
2025-06-20T14:07:33.087,15414990.0,15410315.0,15412277.0
2025-06-20T14:07:35.133,15414980.0,15409641.0,15412277.0
2025-06-20T14:07:37.517,15416219.0,15408641.0,15412277.0
2025-06-20T14:07:39.167,15416212.0,15408641.0,15412277.0
2025-06-20T14:07:42.507,15417459.0,15411762.0,15412277.0
2025-06-20T14:07:43.69,15417450.0,15413301.0,15418500.0
2025-06-20T14:07:45.827,15417600.0,15411164.0,15417438.0
2025-06-20T14:07:47.73,15417600.0,15410117.0,15417438.0
2025-06-20T14:07:49.567,15416299.0,15409801.0,15417438.0
2025-06-20T14:07:51.727,15415500.0,15408641.0,15416299.0
2025-06-20T14:07:53.38,15416089.0,15409201.0,15416299.0
2025-06-20T14:07:55.733,15415389.0,15408511.0,15415400.0
2025-06-20T14:07:57.417,15414097.0,15407078.0,15415400.0
2025-06-20T14:07:59.933,15414061.0,15407078.0,15415400.0
2025-06-20T14:09:26.673,15412566.0,15404126.0,15404700.0
2025-06-20T14:09:29.313,15410600.0,15404401.0,15404700.0
2025-06-20T14:09:30.167,15410600.0,15405939.0,15404700.0
2025-06-20T14:09:33.13,15410600.0,15406004.0,15404700.0
2025-06-20T14:09:34.337,15410599.0,15404401.0,15406004.0
2025-06-20T14:09:36.23,15410197.0,15405001.0,15406004.0
2025-06-20T14:09:38.187,15410597.0,15405040.0,15406004.0
2025-06-20T14:09:40.807,15411900.0,15405047.0,15400863.0
2025-06-20T14:09:42.54,15411197.0,15405048.0,15405048.0
2025-06-20T14:09:44.19,15410399.0,15405048.0,15405048.0
2025-06-20T14:09:46.917,15411200.0,15406588.0,15405048.0
2025-06-20T14:09:48.61,15411189.0,15406588.0,15406588.0
2025-06-20T14:09:50.14,15412500.0,15406588.0,15412500.0
2025-06-20T14:09:53.157,15415000.0,15408504.0,15416600.0
2025-06-20T14:09:54.347,15414766.0,15404457.0,15416600.0
2025-06-20T14:09:57.247,15413896.0,15403074.0,15416600.0
2025-06-20T14:09:59.413,15411661.0,15400001.0,15416600.0
2025-06-20T14:10:00.087,15411627.0,15401539.0,15416600.0
2025-06-20T14:10:02.43,15406019.0,15400000.0,15411199.0
2025-06-20T14:10:04.497,15402142.0,15395405.0,15400000.0
2025-06-20T14:10:06.397,15401881.0,15395005.0,15400000.0
2025-06-20T14:10:09.477,15401843.0,15395005.0,15400000.0
2025-06-20T14:10:10.987,15401834.0,15395005.0,15400000.0
2025-06-20T14:10:12.717,15401899.0,15395005.0,15400000.0
2025-06-20T14:10:14.703,15401884.0,15395005.0,15400000.0
2025-06-20T14:10:16.69,15401848.0,15395005.0,15400000.0
2025-06-20T14:10:18.683,15401884.0,15395005.0,15400000.0
2025-06-20T14:10:20.383,15401900.0,15395005.0,15400000.0
2025-06-20T14:10:22.233,15401900.0,15395005.0,15400000.0
2025-06-20T14:10:24.777,15401900.0,15395005.0,15400000.0
2025-06-20T14:10:27.143,15401849.0,15395005.0,15400000.0
2025-06-20T14:10:28.34,15401814.0,15395005.0,15400000.0
2025-06-20T14:10:30.593,15401900.0,15395005.0,15400000.0
2025-06-20T14:10:32.67,15399999.0,15395005.0,15400000.0
2025-06-20T14:10:34.603,15399899.0,15395005.0,15399900.0
2025-06-20T14:10:37.233,15399881.0,15395005.0,15399900.0
2025-06-20T14:10:39.353,15391919.0,15390000.0,15395005.0
2025-06-20T14:10:41.107,15391915.0,15384657.0,15384800.0
2025-06-20T14:10:42.493,15394663.0,15385200.0,15384800.0
2025-06-20T14:10:45.317,15394399.0,15385201.0,15384800.0
2025-06-20T14:10:46.593,15394499.0,15393600.0,15394658.0
2025-06-20T14:10:48.81,15394460.0,15382168.0,15393600.0
2025-06-20T14:10:50.553,15393600.0,15382170.0,15393600.0
2025-06-20T14:10:53.037,15391994.0,15382171.0,15393600.0
2025-06-20T14:10:54.623,15391975.0,15382172.0,15382172.0
2025-06-20T14:10:56.627,15391974.0,15382500.0,15382172.0
2025-06-20T14:10:58.777,15392702.0,15384200.0,15382172.0
2025-06-20T14:11:00.707,15394278.0,15387498.0,15382172.0
2025-06-20T14:11:03,15396800.0,15387800.0,15394700.0
2025-06-20T14:11:04.507,15398900.0,15389300.0,15394700.0
2025-06-20T14:11:06.98,15400000.0,15389312.0,15394700.0
2025-06-20T14:11:08.98,15400000.0,15389642.0,15394700.0
2025-06-20T14:11:11.213,15402832.0,15392201.0,15401621.0
2025-06-20T14:11:12.487,15401399.0,15392529.0,15401621.0
2025-06-20T14:11:16,15402800.0,15394403.0,15401621.0
2025-06-20T14:11:16.533,15402784.0,15394409.0,15401621.0
2025-06-20T14:11:18.913,15402778.0,15394417.0,15401621.0
2025-06-20T14:11:21.173,15402784.0,15394421.0,15401621.0
2025-06-20T14:11:22.17,15402782.0,15394422.0,15401621.0
2025-06-20T14:11:25.09,15400019.0,15387535.0,15401621.0
2025-06-20T14:11:26.777,15395850.0,15387601.0,15401621.0
2025-06-20T14:11:28.567,15394553.0,15385350.0,15401621.0
2025-06-20T14:11:30.987,15393725.0,15385350.0,15401621.0
2025-06-20T14:11:33.117,15392000.0,15381841.0,15385350.0
2025-06-20T14:11:35.18,15391781.0,15381843.0,15385350.0
2025-06-20T14:11:36.153,15391775.0,15382400.0,15385350.0
2025-06-20T14:11:38.77,15391764.0,15382407.0,15385350.0
2025-06-20T14:11:41.33,15389169.0,15382418.0,15385350.0
2025-06-20T14:11:42.983,15388696.0,15382401.0,15385350.0
2025-06-20T14:11:43.973,15387405.0,15381000.0,15385350.0
2025-06-20T14:11:47.38,15387278.0,15381000.0,15385350.0
2025-06-20T14:11:48.187,15386700.0,15380001.0,15381000.0
2025-06-20T14:11:50.43,15386648.0,15380001.0,15380001.0
2025-06-20T14:11:53.51,15386399.0,15380000.0,15380001.0
2025-06-20T14:11:55.477,15390811.0,15380200.0,15380001.0
2025-06-20T14:11:56.583,15390810.0,15380226.0,15380001.0
2025-06-20T14:11:58.58,15392500.0,15381705.0,15380001.0
2025-06-20T14:12:00.623,15392497.0,15382473.0,15382458.0
2025-06-20T14:12:02.723,15392423.0,15383100.0,15382458.0
2025-06-20T14:12:04.103,15390402.0,15383151.0,15382458.0
2025-06-20T14:12:06.89,15389898.0,15383154.0,15383154.0
2025-06-20T14:12:08.683,15389926.0,15383155.0,15383154.0
2025-06-20T14:12:11.007,15392950.0,15383157.0,15383156.0
2025-06-20T14:12:12.797,15392681.0,15384694.0,15383156.0
2025-06-20T14:12:13.997,15392674.0,15384694.0,15383156.0
2025-06-20T14:12:16.913,15396100.0,15385309.0,15392696.0
2025-06-20T14:12:18.403,15396100.0,15385309.0,15392696.0
2025-06-20T14:12:20.74,15396100.0,15386207.0,15392696.0
2025-06-20T14:12:22.143,15396099.0,15386211.0,15392696.0
2025-06-20T14:12:24.03,15396099.0,15386211.0,15392696.0
2025-06-20T14:12:26.85,15396099.0,15386221.0,15392696.0
2025-06-20T14:12:29.023,15395899.0,15386607.0,15395899.0
2025-06-20T14:12:31.553,15396098.0,15386803.0,15395899.0
2025-06-20T14:12:32.737,15396095.0,15386803.0,15395899.0
2025-06-20T14:12:34.863,15396090.0,15386800.0,15395899.0
2025-06-20T14:12:37.077,15395899.0,15387500.0,15395899.0
2025-06-20T14:12:38.61,15395899.0,15387907.0,15395899.0
2025-06-20T14:12:41.03,15398997.0,15392241.0,15395899.0
2025-06-20T14:12:42.667,15398994.0,15392241.0,15395899.0
2025-06-20T14:12:45.227,15398978.0,15392241.0,15395899.0
2025-06-20T14:12:46.213,15398977.0,15392241.0,15395899.0
2025-06-20T14:12:49.317,15403300.0,15393778.0,15402200.0
2025-06-20T14:12:50.353,15403300.0,15393785.0,15403300.0
2025-06-20T14:12:53.01,15403300.0,15393997.0,15403300.0
2025-06-20T14:12:55.45,15406299.0,15396759.0,15403300.0
2025-06-20T14:12:57.57,15407535.0,15397500.0,15400000.0
2025-06-20T14:12:59.777,15407535.0,15397934.0,15400000.0
2025-06-20T14:13:01.963,15407532.0,15397976.0,15400000.0
2025-06-20T14:13:03.8,15408761.0,15399504.0,15400000.0
2025-06-20T14:13:05.953,15408100.0,15400004.0,15400000.0
2025-06-20T14:13:07.68,15409100.0,15400600.0,15400004.0
2025-06-20T14:13:09.717,15409100.0,15400829.0,15400004.0
2025-06-20T14:13:11.03,15409100.0,15400988.0,15400004.0
2025-06-20T14:13:13.18,15409097.0,15401150.0,15400994.0
2025-06-20T14:13:15.38,15408900.0,15400800.0,15400994.0
2025-06-20T14:13:17.58,15408885.0,15400800.0,15400994.0
2025-06-20T14:13:19.987,15405900.0,15396501.0,15400994.0
2025-06-20T14:13:21.43,15400991.0,15396501.0,15400994.0
2025-06-20T14:13:23.793,15400994.0,15396200.0,15400991.0
2025-06-20T14:13:25.073,15400985.0,15396200.0,15400991.0
2025-06-20T14:13:27.847,15400969.0,15396100.0,15400991.0
2025-06-20T14:13:29.047,15400798.0,15396103.0,15400988.0
2025-06-20T14:13:31.273,15400799.0,15396103.0,15400988.0
2025-06-20T14:13:33.463,15400792.0,15396103.0,15400988.0
2025-06-20T14:13:35.29,15400994.0,15400795.0,15400988.0
2025-06-20T14:13:37.36,15400994.0,15400795.0,15400988.0
2025-06-20T14:13:39.357,15400994.0,15396119.0,15400988.0
2025-06-20T14:13:41.567,15400000.0,15397663.0,15400988.0
2025-06-20T14:13:43.39,15400994.0,15397669.0,15400000.0
2025-06-20T14:13:45.88,15400994.0,15397810.0,15400000.0
2025-06-20T14:13:47.587,15400994.0,15397807.0,15400000.0
2025-06-20T14:13:49.653,15405499.0,15397957.0,15400994.0
2025-06-20T14:13:51.85,15405599.0,15399504.0,15400994.0
2025-06-20T14:13:53.807,15407184.0,15399103.0,15400994.0
2025-06-20T14:13:56.007,15407148.0,15397800.0,15400994.0
2025-06-20T14:13:57.987,15403000.0,15396103.0,15400994.0
2025-06-20T14:13:59.503,15401547.0,15396100.0,15397806.0
2025-06-20T14:14:01.29,15401387.0,15396100.0,15396100.0
2025-06-20T14:14:03.717,15399428.0,15395000.0,15396100.0
2025-06-20T14:14:05.133,15403557.0,15395000.0,15396100.0
2025-06-20T14:14:07.8,15396097.0,15395000.0,15396100.0
2025-06-20T14:14:09.95,15400581.0,15395000.0,15396100.0
2025-06-20T14:14:11.303,15400579.0,15395000.0,15396100.0
2025-06-20T14:14:13.6,15400576.0,15395000.0,15396100.0
2025-06-20T14:14:15.657,15400574.0,15395000.0,15396100.0
2025-06-20T14:14:17.65,15400573.0,15395000.0,15396100.0
2025-06-20T14:14:19.76,15401729.0,15395004.0,15396100.0
2025-06-20T14:14:21.403,15401728.0,15397864.0,15396100.0
2025-06-20T14:14:24.04,15401723.0,15396541.0,15396538.0
2025-06-20T14:14:25.13,15401720.0,15395000.0,15396538.0
2025-06-20T14:14:27.073,15401683.0,15395000.0,15396538.0
2025-06-20T14:14:29.553,15399720.0,15395000.0,15396538.0
2025-06-20T14:14:31.19,15398660.0,15395000.0,15396538.0
2025-06-20T14:14:33.51,15398847.0,15395000.0,15396538.0
2025-06-20T14:14:35.667,15397665.0,15395000.0,15396538.0
2025-06-20T14:14:37.7,15397664.0,15395000.0,15396538.0
2025-06-20T14:14:39.863,15397664.0,15395000.0,15396538.0
2025-06-20T14:14:41.66,15397664.0,15395000.0,15396538.0
2025-06-20T14:14:42.97,15396537.0,15395000.0,15396538.0
2025-06-20T14:14:45.987,15396529.0,15395000.0,15396533.0
2025-06-20T14:14:46.963,15396537.0,15392014.0,15392013.0
2025-06-20T14:14:49.193,15396538.0,15392014.0,15392013.0
2025-06-20T14:14:51.64,15396538.0,15392030.0,15392013.0
2025-06-20T14:14:53.187,15396538.0,15392032.0,15392013.0
2025-06-20T14:14:55.69,15396538.0,15392013.0,15392032.0
2025-06-20T14:14:57.45,15396537.0,15392013.0,15392032.0
2025-06-20T14:14:59.397,15396534.0,15390451.0,15392032.0
2025-06-20T14:15:01.48,15396531.0,15389800.0,15392032.0
2025-06-20T14:15:03.193,15396424.0,15389800.0,15392032.0
2025-06-20T14:15:05.697,15396418.0,15388539.0,15392032.0
2025-06-20T14:15:07.653,15396538.0,15389105.0,15392032.0
2025-06-20T14:15:09.273,15396538.0,15390407.0,15392032.0
2025-06-20T14:15:11.653,15396538.0,15390418.0,15392032.0
2025-06-20T14:15:13.163,15396538.0,15390416.0,15392032.0
2025-06-20T14:15:15.773,15394855.0,15385775.0,15392032.0
2025-06-20T14:15:17.27,15394852.0,15385576.0,15392032.0
2025-06-20T14:15:19.227,15394491.0,15384701.0,15392032.0
2025-06-20T14:15:21.81,15394471.0,15384701.0,15392032.0
2025-06-20T14:15:24.14,15397465.0,15387815.0,15392032.0
2025-06-20T14:15:25.27,15398200.0,15391700.0,15392032.0
2025-06-20T14:15:27.167,15400000.0,15392500.0,15392032.0
2025-06-20T14:15:29.837,15399999.0,15393200.0,15393201.0
2025-06-20T14:15:31.753,15399995.0,15393505.0,15393503.0
2025-06-20T14:15:33.333,15399985.0,15393510.0,15393503.0
2025-06-20T14:15:35.59,15399997.0,15393500.0,15393505.0
2025-06-20T14:15:37.53,15399997.0,15393501.0,15393505.0
2025-06-20T14:15:39.333,15399992.0,15392032.0,15393505.0
2025-06-20T14:15:41.83,15395031.0,15392032.0,15393505.0
2025-06-20T14:15:43.533,15395022.0,15392032.0,15393505.0
2025-06-20T14:15:45.46,15399700.0,15392800.0,15393505.0
2025-06-20T14:15:47.65,15399697.0,15392902.0,15393505.0
2025-06-20T14:15:49.013,15399697.0,15393057.0,15393505.0
2025-06-20T14:15:51.723,15399997.0,15393216.0,15393505.0
2025-06-20T14:15:53.647,15399997.0,15395100.0,15393505.0
2025-06-20T14:15:55.407,15399997.0,15395203.0,15393505.0
2025-06-20T14:15:57.27,15404000.0,15400000.0,15404000.0
2025-06-20T14:15:59.753,15404000.0,15399030.0,15404000.0
2025-06-20T14:16:01.913,15404000.0,15402171.0,15404000.0
2025-06-20T14:16:03.133,15406924.0,15402174.0,15402171.0
2025-06-20T14:16:05.503,15403685.0,15397200.0,15402171.0
2025-06-20T14:16:07.233,15405600.0,15397500.0,15402171.0
2025-06-20T14:16:09.127,15405600.0,15399300.0,15402171.0
2025-06-20T14:16:11.61,15400000.0,15399304.0,15402171.0
2025-06-20T14:16:13.717,15405600.0,15399400.0,15400000.0
2025-06-20T14:16:15.77,15405600.0,15399411.0,15400000.0
2025-06-20T14:16:17.733,15407620.0,15399704.0,15400000.0
2025-06-20T14:16:19.687,15407614.0,15399703.0,15400000.0
2025-06-20T14:16:21.723,15406984.0,15400309.0,15400000.0
2025-06-20T14:16:24.05,15404764.0,15398438.0,15400000.0
2025-06-20T14:16:25.147,15404724.0,15398438.0,15400000.0
2025-06-20T14:16:27.96,15399998.0,15393505.0,15398441.0
2025-06-20T14:16:29.437,15399990.0,15393505.0,15398441.0
2025-06-20T14:16:31.293,15399985.0,15393505.0,15398441.0
2025-06-20T14:16:33.127,15399977.0,15393659.0,15398441.0
2025-06-20T14:16:35.27,15399964.0,15393814.0,15398441.0
2025-06-20T14:16:37.58,15403211.0,15394600.0,15398441.0
2025-06-20T14:16:39.563,15403185.0,15393505.0,15398441.0
2025-06-20T14:16:41.73,15400564.0,15393505.0,15398441.0
2025-06-20T14:16:43.207,15400558.0,15393505.0,15398441.0
2025-06-20T14:16:45.873,15400525.0,15393505.0,15398441.0
2025-06-20T14:16:47.753,15400483.0,15393505.0,15398441.0
2025-06-20T14:16:49.407,15400547.0,15392401.0,15398441.0
2025-06-20T14:16:51.553,15397073.0,15392032.0,15398441.0
2025-06-20T14:16:54.01,15396541.0,15392033.0,15392033.0
2025-06-20T14:16:55.657,15401530.0,15392034.0,15392033.0
2025-06-20T14:16:57.16,15401511.0,15392202.0,15392033.0
2025-06-20T14:16:59.917,15401462.0,15392360.0,15392033.0
2025-06-20T14:17:01.4,15401453.0,15393103.0,15393101.0
2025-06-20T14:17:03.467,15396582.0,15392032.0,15393101.0
2025-06-20T14:17:05.03,15396541.0,15392032.0,15393101.0
2025-06-20T14:17:07.563,15393485.0,15388701.0,15393485.0
2025-06-20T14:17:09.7,15393461.0,15385335.0,15393462.0
2025-06-20T14:17:12.133,15393450.0,15385001.0,15393462.0
2025-06-20T14:17:14.257,15388511.0,15383750.0,15384700.0
2025-06-20T14:17:15.35,15386702.0,15383205.0,15384700.0
2025-06-20T14:17:18.057,15390175.0,15383205.0,15384700.0
2025-06-20T14:17:19.547,15390208.0,15383205.0,15384700.0
2025-06-20T14:17:21.223,15390033.0,15383806.0,15384700.0
2025-06-20T14:17:23.607,15392521.0,15385360.0,15385344.0
2025-06-20T14:17:25.887,15390498.0,15384462.0,15385344.0
2025-06-20T14:17:28.537,15390475.0,15382289.0,15385344.0
2025-06-20T14:17:30.433,15390498.0,15382291.0,15385344.0
2025-06-20T14:17:31.653,15390463.0,15382501.0,15385344.0
2025-06-20T14:17:34.207,15390458.0,15382508.0,15385344.0
